IntA;IntB;BioGRID;Biogrid_SS;BioGRID_Quality
AT2G47880;AT5G06950;1;0;HQ
AT1G22920;AT3G23050;1;0;binary
AT1G22920;AT2G21660;1;0;binary
AT1G22920;AT5G47100;1;0;binary
AT1G27300;AT2G03120;1;0;binary
AT1G27300;AT2G33120;1;0;binary
AT1G27300;AT3G25220;1;0;binary
AT2G37340;AT3G55460;1;0;HQ
AT3G48150;AT4G13640;1;0;binary
AT3G47620;AT5G66720;1;0;binary
AT2G43370;AT3G54230;1;0;binary
AT3G13720;AT5G37680;1;0;binary
AT3G51960;AT3G62790;1;0;binary
AT3G12110;AT5G09810;1;0;binary
AT2G45850;AT5G62260;1;0;binary
AT1G01010;AT4G28040;1;0;binary
AT3G13990;AT5G48385;1;0;binary
AT5G66560;AT5G66720;1;0;binary
AT1G18660;AT2G35940;1;0;binary
AT1G07430;AT3G06610;1;0;binary
AT1G18660;AT5G08330;1;0;binary
AT3G27540;AT3G47620;1;0;binary
AT2G38610;AT3G47620;1;0;binary
AT3G47620;AT5G50350;1;0;binary
AT1G15385;AT5G02150;1;0;binary
AT2G36410;AT2G38860;1;0;binary
AT3G10140;AT3G26030;1;0;binary
AT2G22640;AT3G23910;1;0;binary
AT2G37180;AT4G00430;1;0;binary
AT1G32230;AT3G04710;1;0;binary
AT1G15385;AT5G11980;1;0;binary
AT1G15385;AT3G14780;1;0;binary
AT2G47030;AT5G22290;1;0;binary
AT4G01090;AT5G66720;1;0;binary
AT2G24020;AT3G54960;1;0;binary
AT2G45850;AT3G47620;1;0;binary
AT1G50575;AT3G47620;1;0;binary
AT1G23730;AT1G79470;1;0;binary
AT2G37340;AT4G32660;1;0;binary
AT1G02140;AT5G22120;1;0;binary
AT3G55460;AT4G32660;1;0;binary
AT4G23400;AT5G22290;1;0;binary
AT3G19390;AT5G22290;1;0;binary
AT1G77130;AT5G22290;1;0;binary
AT1G22840;AT5G61010;1;0;binary
AT1G69690;AT3G58510;1;0;binary
AT1G09660;AT2G43370;1;0;binary
AT1G22920;AT4G33770;1;0;binary
AT2G40380;AT5G58750;1;0;binary
AT3G13710;AT5G58750;1;0;binary
AT5G37780;AT5G57010;1;0;binary
AT1G27300;AT2G01175;1;0;binary
AT4G19030;AT5G26667;1;0;binary
AT3G29270;AT5G56020;1;0;binary
AT3G17668;AT3G49580;1;0;binary
AT5G10060;AT5G13810;1;0;binary
AT3G17668;AT5G61010;1;0;binary
AT3G13320;AT4G35580;1;0;binary
AT1G68670;AT3G05530;1;0;binary
AT3G10260;AT4G36480;1;0;binary
AT2G25490;AT3G28715;1;0;binary
AT2G35940;AT5G38420;1;0;binary
AT1G30500;AT3G45640;1;0;binary
AT3G28715;AT5G08330;1;0;binary
AT5G08330;AT5G38420;1;0;binary
AT1G48260;AT4G17615;1;0;binary
AT3G13720;AT5G58750;1;0;binary
AT4G17720;AT5G58750;1;0;binary
AT3G01300;AT3G07780;1;0;binary
AT3G11730;AT5G58750;1;0;binary
AT2G01770;AT5G22290;1;0;binary
AT3G13710;AT5G22290;1;0;binary
AT1G14687;AT3G45640;1;0;binary
AT1G31880;AT3G28715;1;0;binary
AT3G13720;AT4G34030;1;0;binary
AT3G49580;AT5G38420;1;0;binary
AT1G14340;AT5G49000;1;0;binary
AT1G34430;AT3G17668;1;0;binary
AT1G68670;AT2G41730;1;0;binary
AT1G22630;AT1G68670;1;0;binary
AT1G14340;AT1G67865;1;0;binary
AT1G67865;AT3G43230;1;0;binary
AT3G43230;AT5G16840;1;0;binary
AT2G37150;AT5G42990;1;0;binary
AT1G22630;AT4G08150;1;0;binary
AT2G42870;AT3G22440;1;0;binary
AT3G13175;AT3G29270;1;0;HQ
AT3G55600;AT4G35580;1;0;binary
AT1G64280;AT3G26900;1;0;binary
AT1G28135;AT2G24020;1;0;binary
AT3G16980;AT3G19895;1;0;binary
AT1G67800;AT1G69690;1;0;binary
AT5G22290;AT5G26667;1;0;binary
AT1G69690;AT5G17180;1;0;binary
AT4G28720;AT4G35580;1;0;binary
AT4G35580;AT5G26667;1;0;binary
AT5G21274;AT5G57010;1;0;binary
AT3G08530;AT3G56720;1;0;binary
AT1G69810;AT3G47620;1;0;binary
AT2G29210;AT4G32660;1;0;binary
AT5G07110;AT5G58750;1;0;binary
AT1G10940;AT3G44460;1;0;binary
AT3G29270;AT3G59500;1;0;binary
AT3G59500;AT5G41600;1;0;binary
AT2G04630;AT5G63310;1;0;binary
AT3G14180;AT5G67620;1;0;binary
AT1G20640;AT2G42810;1;0;binary
AT2G04630;AT5G57660;1;0;binary
AT1G49590;AT5G39760;1;0;binary
AT5G22310;AT5G58950;1;0;binary
AT4G01090;AT5G58950;1;0;binary
AT1G51580;AT5G17790;1;0;binary
AT3G01690;AT3G11590;1;0;binary
AT1G01010;AT5G43460;1;0;binary
AT2G32650;AT3G11590;1;0;binary
AT3G11590;AT5G58950;1;0;binary
AT3G18570;AT4G25140;1;0;binary
AT4G17720;AT4G25660;1;0;binary
AT2G04630;AT3G56270;1;0;binary
AT2G46690;AT3G48150;1;0;binary
AT1G03130;AT3G48150;1;0;binary
AT1G15370;AT3G24140;1;0;binary
AT1G31750;AT2G47580;1;0;binary
AT1G07930;AT1G77550;1;0;binary
AT1G48450;AT2G41680;1;0;binary
AT1G53510;AT3G08530;1;0;binary
AT3G13990;AT5G60120;1;0;binary
AT3G53350;AT4G36690;1;0;binary
AT2G30260;AT4G24840;1;0;binary
AT3G05580;AT5G52200;1;0;binary
AT1G10530;AT3G26340;1;0;binary
AT1G05410;AT4G12450;1;0;binary
AT4G27270;AT5G58800;1;0;binary
AT1G10530;AT3G26030;1;0;binary
AT4G08150;AT4G12450;1;0;binary
AT1G80190;AT3G60910;1;0;binary
AT3G49580;AT4G12450;1;0;binary
AT1G22920;AT2G32160;1;0;binary
AT1G22920;AT5G13080;1;0;binary
AT3G46320;AT5G38110;1;0;binary
AT1G68140;AT5G58720;1;0;binary
AT2G24030;AT3G20420;1;0;binary
AT4G23400;AT4G35100;1;0;HQ
AT3G07480;AT3G49580;1;0;binary
AT1G70700;AT3G49580;1;0;binary
AT1G78570;AT1G78570;1;0;binary
AT1G27300;AT3G44220;1;0;binary
AT1G22920;AT3G16980;1;0;binary
AT1G15760;AT5G56020;1;0;binary
AT3G17668;AT3G48550;1;0;binary
AT5G10060;AT5G10060;1;0;binary
AT1G60440;AT1G60440;1;0;binary
AT3G55600;AT4G19030;1;0;binary
AT3G16980;AT4G35780;1;0;binary
AT2G43370;AT3G47620;1;0;binary
AT2G38185;AT3G47620;1;0;binary
AT3G26810;AT3G47620;1;0;binary
AT1G78380;AT2G29490;1;0;binary
AT1G20630;AT3G49250;1;0;binary
AT1G26850;AT4G19030;1;0;binary
AT4G19030;AT5G58650;1;0;binary
AT4G19030;AT5G11740;1;0;binary
AT3G13940;AT3G15420;1;0;binary
AT3G01550;AT3G50910;1;0;binary
AT1G01620;AT4G35100;1;0;binary
AT4G01090;AT4G12450;1;0;binary
AT2G42560;AT3G47620;1;0;binary
AT2G45040;AT3G47620;1;0;binary
AT3G16690;AT3G47620;1;0;binary
AT2G30260;AT3G47620;1;0;binary
AT1G54030;AT3G47620;1;0;binary
AT4G00550;AT5G22290;1;0;binary
AT1G16900;AT5G22290;1;0;binary
AT4G19030;AT5G20130;1;0;binary
AT1G27300;AT5G20130;1;0;binary
AT1G27300;AT5G65990;1;0;binary
AT3G22260;AT5G49000;1;0;binary
AT1G31320;AT2G30340;1;0;binary
AT3G50910;AT5G20130;1;0;binary
AT2G30340;AT3G48150;1;0;binary
AT1G47260;AT4G39820;1;0;binary
AT4G19030;AT5G64290;1;0;binary
AT3G50910;AT4G02725;1;0;binary
AT3G48690;AT4G10930;1;0;binary
AT1G15760;AT4G14950;1;0;binary
AT1G22920;AT3G48240;1;0;binary
AT1G01470;AT1G22920;1;0;binary
AT1G27300;AT4G14950;1;0;binary
AT1G27300;AT4G02725;1;0;binary
AT3G56860;AT5G52547;1;0;binary
AT1G03040;AT3G01435;1;0;binary
AT2G40380;AT3G53180;1;0;binary
AT3G13710;AT3G53180;1;0;binary
AT1G22920;AT3G19220;1;0;binary
AT1G22920;AT3G60820;1;0;binary
AT2G43060;AT5G56950;1;0;binary
AT1G27300;AT5G04160;1;0;binary
AT1G27300;AT3G13520;1;0;binary
AT1G27300;AT4G38920;1;0;binary
AT4G26110;AT5G56950;1;0;binary
AT4G02770;AT4G19700;1;0;binary
AT3G48150;AT4G02770;1;0;binary
AT4G19030;AT4G23400;1;0;binary
AT2G43370;AT3G50910;1;0;binary
AT1G80560;AT5G14200;1;0;binary
AT1G22920;AT3G62790;1;0;binary
AT1G27300;AT3G16240;1;0;binary
AT3G18060;AT5G09810;1;0;HQ
AT2G43370;AT4G19700;1;0;binary
AT2G43370;AT5G58720;1;0;binary
AT2G35470;AT5G04160;1;0;binary
AT5G22290;AT5G53470;1;0;binary
AT1G04430;AT5G22290;1;0;binary
AT2G39250;AT5G13810;1;0;binary
AT1G12840;AT1G79070;1;0;binary
AT3G13720;AT5G55200;1;0;binary
AT3G02520;AT3G56850;1;0;binary
AT1G14340;AT5G55200;1;0;binary
AT5G02870;AT5G22310;1;0;binary
AT1G78300;AT3G56850;1;0;binary
AT3G10572;AT5G22290;1;0;binary
AT4G05400;AT4G19700;1;0;binary
AT1G04330;AT3G45640;1;0;binary
AT2G39760;AT5G14440;1;0;binary
AT1G18660;AT3G48150;1;0;binary
AT1G04330;AT1G22920;1;0;binary
AT1G18660;AT3G63210;1;0;binary
AT3G53900;AT4G09010;1;0;binary
AT4G08150;AT5G50100;1;0;binary
AT1G22990;AT3G13720;1;0;binary
AT3G50920;AT5G41600;1;0;binary
AT3G29270;AT3G54120;1;0;binary
AT1G13520;AT1G14830;1;0;binary
AT1G31780;AT5G11980;1;0;binary
AT3G09690;AT3G29270;1;0;binary
AT1G13520;AT2G42790;1;0;binary
AT1G31050;AT4G02590;1;0;binary
AT2G42790;AT3G16120;1;0;binary
AT1G12920;AT2G42790;1;0;binary
AT4G32750;AT4G35580;1;0;binary
AT4G01920;AT5G64850;1;0;binary
AT4G14455;AT4G35580;1;0;binary
AT4G14455;AT5G22290;1;0;binary
AT4G32750;AT5G22290;1;0;binary
AT5G16560;AT5G61010;1;0;binary
AT3G52050;AT4G16780;1;0;binary
AT1G01910;AT5G44565;1;0;binary
AT2G43060;AT5G48560;1;0;binary
AT3G27420;AT4G24840;1;0;binary
AT2G18300;AT2G43060;1;0;binary
AT2G31955;AT3G53180;1;0;binary
AT3G04240;AT5G38420;1;0;binary
AT3G13672;AT5G63370;1;0;binary
AT4G18700;AT5G38480;1;0;binary
AT3G27420;AT4G02590;1;0;binary
AT3G27420;AT5G41910;1;0;binary
AT3G46060;AT5G07110;1;0;binary
AT3G10260;AT4G08230;1;0;binary
AT1G27360;AT2G24050;1;0;binary
AT1G19740;AT3G59300;1;0;binary
AT1G50430;AT5G22290;1;0;binary
AT4G01090;AT4G20300;1;0;binary
AT3G08530;AT4G20300;1;0;binary
AT4G30490;AT5G06780;1;0;binary
AT3G49250;AT4G35160;1;0;binary
AT1G04930;AT4G24840;1;0;binary
AT1G33110;AT4G35580;1;0;binary
AT4G30490;AT5G61010;1;0;binary
AT2G03120;AT5G22290;1;0;binary
AT1G04930;AT5G61010;1;0;binary
AT2G02990;AT5G22290;1;0;binary
AT2G33120;AT5G22290;1;0;binary
AT1G48270;AT5G22290;1;0;binary
AT1G33110;AT5G22290;1;0;binary
AT3G25220;AT5G22290;1;0;binary
AT4G20300;AT5G61010;1;0;binary
AT5G22290;AT5G53030;1;0;binary
AT1G51950;AT4G28640;1;1;binary
AT1G55190;AT5G27970;1;0;binary
AT3G49580;AT4G30490;1;0;binary
AT1G06510;AT4G20300;1;0;binary
AT2G42790;AT3G58740;1;0;binary
AT1G24510;AT5G20890;1;0;binary
AT1G28360;AT1G32540;1;0;binary
AT3G12930;AT4G02590;1;0;binary
AT4G35580;AT5G63850;1;0;binary
AT1G06110;AT1G20140;1;0;binary
AT1G14920;AT5G38420;1;0;binary
AT4G35580;AT5G27540;1;0;binary
AT4G01430;AT4G35580;1;0;binary
AT4G01430;AT5G22290;1;0;binary
AT5G15080;AT5G61010;1;0;binary
AT1G28360;AT5G61010;1;0;binary
AT5G22290;AT5G63850;1;0;binary
AT5G22290;AT5G27540;1;0;binary
AT4G23770;AT5G09450;1;0;binary
AT3G12930;AT4G08150;1;0;binary
AT5G59720;AT5G66240;1;0;binary
AT1G09270;AT5G17690;1;0;binary
AT2G01190;AT3G16120;1;0;binary
AT1G75950;AT3G48880;1;0;HQ
AT2G21660;AT4G34230;1;0;binary
AT1G15750;AT4G14560;1;0;HQ
AT1G58470;AT3G13222;1;0;binary
AT3G08530;AT5G48385;1;0;binary
AT2G41350;AT3G47675;1;0;binary
AT1G75400;AT5G28900;1;0;binary
AT4G11100;AT5G20920;1;0;binary
AT3G57050;AT4G07950;1;0;binary
AT2G26800;AT5G56290;1;0;binary
AT3G05935;AT3G07780;1;0;binary
AT1G01910;AT1G75750;1;0;binary
AT3G07750;AT3G61620;1;0;HQ
AT2G46890;AT5G22290;1;0;binary
AT2G02810;AT5G22290;1;0;binary
AT2G45920;AT4G01090;1;0;binary
AT4G02590;AT5G15330;1;0;binary
AT2G45070;AT5G22290;1;0;binary
AT2G44080;AT5G22290;1;0;binary
AT3G55240;AT4G30780;1;0;binary
AT2G44080;AT4G35580;1;0;binary
AT1G24764;AT2G32650;1;0;binary
AT1G12310;AT3G19960;1;0;binary
AT2G22240;AT4G39800;1;0;binary
AT3G47620;AT5G60120;1;0;binary
AT2G42260;AT3G08530;1;0;binary
AT1G31240;AT5G13810;1;0;binary
AT3G10260;AT3G59500;1;0;binary
AT1G51580;AT3G55290;1;0;binary
AT1G05410;AT2G32650;1;0;binary
AT4G00370;AT5G22290;1;0;binary
AT5G22290;AT5G43460;1;0;binary
AT3G29770;AT3G53350;1;0;binary
AT2G05630;AT5G06780;1;0;binary
AT1G54170;AT5G16560;1;0;binary
AT1G56090;AT2G39760;1;0;binary
AT1G62990;AT3G48150;1;0;binary
AT3G48150;AT5G16560;1;0;binary
AT3G48150;AT3G52050;1;0;binary
AT1G18660;AT4G32175;1;0;binary
AT4G39753;AT5G42190;1;0;binary
AT3G52050;AT5G58720;1;0;binary
AT1G07310;AT5G16560;1;0;binary
AT4G02840;AT5G44500;1;0;binary
AT1G15750;AT5G60120;1;0;HQ
AT2G44080;AT3G29270;1;0;binary
AT4G36290;AT5G11980;1;0;binary
AT2G34460;AT3G13720;1;0;binary
AT4G05420;AT4G22250;1;0;binary
AT1G15710;AT1G66430;1;0;binary
AT4G29160;AT4G29160;1;0;HQ
AT1G72370;AT3G53890;1;0;binary
AT2G39100;AT3G48150;1;0;binary
AT1G15720;AT5G54810;1;0;binary
AT4G25680;AT5G07110;1;0;binary
AT2G05630;AT5G24930;1;0;binary
AT2G24020;AT5G09480;1;0;binary
AT1G49850;AT4G29820;1;0;binary
AT1G49850;AT3G08530;1;0;binary
AT1G60080;AT5G59210;1;0;binary
AT2G27940;AT5G40930;1;0;binary
AT4G31130;AT4G35580;1;0;binary
AT4G35580;AT5G56540;1;0;binary
AT2G32380;AT4G35580;1;0;binary
AT4G24310;AT4G35580;1;0;binary
AT1G09660;AT1G49850;1;0;binary
AT1G49850;AT3G25710;1;0;binary
AT4G28830;AT5G63310;1;0;binary
AT1G67170;AT3G47600;1;0;binary
AT1G06510;AT2G42260;1;0;binary
AT1G06510;AT5G02470;1;0;binary
AT1G67170;AT3G13990;1;0;binary
AT3G54826;AT5G22630;1;0;binary
AT2G42260;AT4G24840;1;0;binary
AT2G42260;AT5G61010;1;0;binary
AT3G29034;AT5G22290;1;0;binary
AT4G16780;AT5G06710;1;0;binary
AT1G67170;AT2G28550;1;0;binary
AT3G10480;AT3G54826;1;0;binary
AT1G15750;AT1G17380;1;0;HQ
AT2G34750;AT3G12930;1;0;binary
AT3G43590;AT5G51120;1;0;binary
AT1G26660;AT5G18010;1;0;binary
AT1G01620;AT2G37180;1;0;binary
AT3G07780;AT3G15160;1;0;binary
AT3G15160;AT5G02150;1;0;binary
AT2G18740;AT3G59810;1;0;binary
AT5G64780;AT5G65400;1;0;binary
AT1G02690;AT5G17690;1;0;binary
AT1G05410;AT5G65400;1;0;binary
AT2G37150;AT3G52050;1;0;binary
AT1G51355;AT3G61150;1;0;binary
AT2G02990;AT3G10260;1;0;binary
AT1G15750;AT2G22670;1;0;binary
AT2G45920;AT3G09250;1;0;binary
AT1G01910;AT5G05670;1;0;binary
AT1G14920;AT4G00980;1;0;binary
AT5G22290;AT5G24130;1;0;binary
AT1G26660;AT5G18030;1;0;binary
AT3G54826;AT5G10810;1;0;binary
AT3G13175;AT5G22290;1;0;binary
AT3G13175;AT4G35580;1;0;binary
AT1G67860;AT1G67865;1;0;binary
AT2G01530;AT3G12390;1;0;binary
AT2G42870;AT4G02590;1;0;binary
AT1G69850;AT4G35580;1;0;binary
AT2G41350;AT5G25220;1;0;binary
AT1G13520;AT3G51960;1;0;binary
AT5G02150;AT5G63200;1;0;binary
AT3G13720;AT4G25680;1;0;binary
AT1G55190;AT4G25680;1;0;binary
AT2G03870;AT3G59810;1;0;binary
AT1G31880;AT5G10160;1;0;binary
AT1G31880;AT5G23120;1;0;binary
AT2G05630;AT5G45900;1;0;binary
AT3G29270;AT4G24990;1;0;binary
AT1G49850;AT5G61010;1;0;binary
AT1G65000;AT3G52930;1;0;binary
AT3G58170;AT5G22290;1;0;binary
AT1G09330;AT5G22290;1;0;binary
AT1G49850;AT4G08790;1;0;binary
AT2G16850;AT4G35580;1;0;binary
AT1G58070;AT5G13810;1;0;binary
AT2G02410;AT5G37670;1;0;binary
AT3G54826;AT5G51110;1;0;binary
AT2G41350;AT2G42870;1;0;binary
AT3G05935;AT4G22250;1;0;binary
AT2G39760;AT5G06270;1;0;binary
AT2G27580;AT3G61790;1;0;binary
AT3G47675;AT4G02590;1;0;binary
AT1G09840;AT5G22310;1;0;binary
AT1G17860;AT4G19030;1;0;binary
AT4G19030;AT5G61340;1;0;binary
AT1G22920;AT3G59840;1;0;binary
AT1G22920;AT3G20420;1;0;binary
AT4G12080;AT4G25320;1;0;binary
AT2G33410;AT3G21215;1;0;binary
AT1G74910;AT2G04650;1;0;binary
AT3G12720;AT3G28715;1;0;binary
AT3G45640;AT4G26750;1;0;HQ
AT1G69690;AT3G45640;1;0;binary
AT3G18380;AT5G09790;1;0;binary
AT2G18876;AT5G10450;1;0;binary
AT3G08530;AT5G65683;1;0;binary
AT5G06780;AT5G65683;1;0;binary
AT1G68060;AT4G17220;1;0;binary
AT2G47060;AT4G13000;1;0;HQ
AT4G23570;AT4G37460;1;0;HQ
AT1G35210;AT4G00720;1;0;binary
AT3G48040;AT4G36910;1;0;binary
AT2G37150;AT5G60120;1;0;binary
AT1G53510;AT3G54850;1;0;binary
AT3G10260;AT5G01640;1;0;binary
AT3G10480;AT4G36290;1;0;binary
AT3G02090;AT3G09250;1;0;binary
AT3G09250;AT5G60120;1;0;binary
AT2G28550;AT5G60120;1;1;binary
AT3G54220;AT5G56600;1;0;binary
AT3G61060;AT5G37670;1;0;binary
AT1G07400;AT3G61060;1;0;binary
AT1G23900;AT1G53510;1;0;binary
AT5G13810;AT5G56600;1;0;binary
AT4G13500;AT4G35580;1;0;binary
AT4G35580;AT5G11650;1;0;binary
AT1G23850;AT4G35580;1;0;binary
AT1G51355;AT4G33510;1;0;binary
AT1G20140;AT4G39753;1;0;binary
AT3G58500;AT5G16560;1;0;binary
AT1G62990;AT2G16400;1;0;HQ
AT4G02590;AT5G45620;1;0;binary
AT2G45660;AT5G47590;1;0;binary
AT2G29350;AT2G29350;1;0;binary
AT1G01140;AT2G34090;1;0;binary
AT4G19030;AT4G35100;1;0;binary
AT1G14340;AT4G30490;1;0;binary
AT1G14340;AT5G27970;1;0;binary
AT1G77710;AT3G55290;1;0;binary
AT2G37040;AT3G10340;1;0;binary
AT1G14920;AT1G22160;1;0;binary
AT5G08650;AT5G51110;1;0;binary
AT1G50430;AT4G35580;1;0;binary
AT1G09100;AT1G45000;1;0;binary
AT1G22160;AT3G29160;1;0;binary
AT1G79750;AT3G07310;1;0;binary
AT1G01010;AT2G02990;1;0;binary
AT1G01010;AT2G33120;1;0;binary
AT2G04030;AT4G23050;1;0;binary
AT3G60820;AT5G11980;1;0;binary
AT3G13520;AT4G35580;1;0;binary
AT3G01180;AT3G49580;1;0;binary
AT4G17785;AT5G45620;1;0;binary
AT3G13222;AT3G18380;1;0;binary
AT2G35240;AT4G14740;1;0;binary
AT3G01180;AT5G28900;1;0;binary
AT1G18400;AT5G16560;1;0;binary
AT4G14455;AT4G19030;1;0;binary
AT2G24693;AT4G19030;1;0;binary
AT4G13500;AT4G19030;1;0;binary
AT3G52050;AT4G10470;1;0;binary
AT3G48550;AT5G17690;1;0;binary
AT1G62990;AT3G24140;1;0;binary
AT5G02820;AT5G02820;1;0;binary
AT2G24030;AT2G24030;1;0;binary
AT5G28050;AT5G38420;1;0;binary
AT3G53180;AT5G07110;1;0;binary
AT3G01340;AT3G16230;1;0;binary
AT1G01240;AT4G38920;1;0;binary
AT1G14340;AT3G53180;1;0;binary
AT3G01180;AT3G47620;1;0;binary
AT2G42790;AT3G18380;1;0;binary
AT3G47620;AT4G02770;1;0;binary
AT3G47620;AT5G63370;1;0;binary
AT4G35580;AT5G44565;1;0;binary
AT5G11650;AT5G22290;1;0;binary
AT5G01075;AT5G22290;1;0;binary
AT1G23850;AT5G22290;1;0;binary
AT3G25882;AT4G16143;1;0;binary
AT4G02840;AT4G20440;1;0;binary
AT3G46060;AT5G22290;1;0;binary
AT1G75020;AT5G22290;1;0;binary
AT3G05210;AT3G27420;1;0;binary
AT3G06540;AT3G07410;1;0;binary
AT1G56090;AT1G69810;1;0;binary
AT1G22920;AT5G65400;1;0;binary
AT1G22920;AT3G25882;1;0;binary
AT3G08530;AT5G25440;1;0;binary
AT4G30490;AT5G22290;1;0;binary
AT1G76520;AT5G22290;1;0;binary
AT5G22290;AT5G41800;1;0;binary
AT1G79910;AT5G61010;1;0;binary
AT3G16200;AT5G22290;1;0;binary
AT5G22290;AT5G44550;1;0;binary
AT5G06780;AT5G06950;1;0;binary
AT3G23050;AT3G47620;1;0;binary
AT2G24550;AT5G51110;1;0;binary
AT1G69690;AT5G48385;1;0;binary
AT2G26770;AT3G07780;1;0;binary
AT2G33390;AT3G47620;1;0;binary
AT3G47620;AT4G36690;1;0;binary
AT2G04630;AT3G47620;1;0;binary
AT1G01140;AT4G28640;1;1;binary
AT1G55490;AT3G22550;1;0;binary
AT1G01140;AT5G58720;1;0;binary
AT2G23070;AT5G58720;1;0;binary
AT1G03900;AT1G09700;1;0;binary
AT3G13720;AT3G50110;1;0;binary
AT3G20620;AT4G05420;1;0;binary
AT2G45000;AT4G24700;1;0;binary
AT1G20640;AT1G64530;1;0;binary
AT3G55240;AT5G14660;1;0;binary
AT1G74500;AT4G24840;1;0;binary
AT1G21810;AT3G29575;1;0;binary
AT3G47620;AT5G63200;1;0;binary
AT1G80000;AT3G47620;1;0;binary
AT1G49850;AT4G01090;1;0;binary
AT1G49850;AT4G24840;1;0;binary
AT1G17190;AT1G78380;1;0;binary
AT1G14950;AT5G57860;1;0;binary
AT1G49850;AT5G06780;1;0;binary
AT3G06540;AT5G60860;1;0;binary
AT1G31350;AT3G06720;1;0;binary
AT1G09330;AT4G30260;1;0;binary
AT3G53610;AT4G35580;1;0;binary
AT2G21380;AT2G42260;1;0;binary
AT3G19460;AT3G29270;1;0;binary
AT1G48240;AT4G35580;1;0;binary
AT2G16850;AT5G22290;1;0;binary
AT5G22290;AT5G22340;1;0;binary
AT2G16850;AT2G45960;1;0;binary
AT3G14080;AT3G59810;1;0;binary
AT3G16120;AT3G54230;1;0;binary
AT2G24500;AT2G37150;1;0;binary
AT2G33120;AT5G41600;1;0;binary
AT2G03120;AT5G41600;1;0;binary
AT2G42790;AT3G56900;1;0;binary
AT3G03000;AT5G65683;1;0;binary
AT4G35580;AT5G24130;1;0;binary
AT1G78300;AT2G18876;1;0;binary
AT1G52695;AT1G69690;1;0;binary
AT1G31350;AT4G02150;1;0;binary
AT5G13810;AT5G30490;1;0;binary
AT1G26110;AT5G06770;1;0;binary
AT2G16850;AT2G37180;1;0;binary
AT4G22212;AT4G35580;1;0;binary
AT2G44040;AT3G20310;1;0;binary
AT2G42870;AT4G24840;1;0;binary
AT1G53910;AT2G44040;1;0;binary
AT5G19430;AT5G42990;1;0;binary
AT4G22212;AT5G22290;1;0;binary
AT2G42870;AT5G03500;1;0;binary
AT2G29380;AT3G06610;1;0;binary
AT2G41730;AT3G47620;1;0;binary
AT3G17440;AT4G35580;1;0;binary
AT1G69690;AT5G66240;1;0;binary
AT3G47620;AT5G66240;1;0;binary
AT1G76760;AT2G41680;1;0;binary
AT4G04950;AT5G09830;1;0;HQ
AT2G03870;AT3G14080;1;0;binary
AT1G34430;AT5G55220;1;0;binary
AT1G78070;AT5G50180;1;0;binary
AT4G24310;AT5G22290;1;0;binary
AT5G08410;AT5G28770;1;0;binary
AT4G31130;AT5G22290;1;0;binary
AT3G53610;AT5G22290;1;0;binary
AT5G22290;AT5G56540;1;0;binary
AT2G32380;AT5G22290;1;0;binary
AT1G27300;AT4G28040;1;0;binary
AT2G45950;AT5G49000;1;0;binary
AT4G19030;AT4G28040;1;0;binary
AT1G18660;AT1G21840;1;0;binary
AT1G22920;AT3G06610;1;0;binary
AT3G58460;AT4G03510;1;0;binary
AT4G07950;AT5G10810;1;0;binary
AT1G63000;AT1G78570;1;0;binary
AT1G47260;AT3G07480;1;0;binary
AT1G27300;AT5G61340;1;0;binary
AT1G79750;AT2G19900;1;0;binary
AT2G18730;AT3G45640;1;0;binary
AT3G45640;AT5G13280;1;0;binary
AT3G28715;AT3G47620;1;0;binary
AT2G42260;AT5G13810;1;0;binary
AT5G13810;AT5G58530;1;0;binary
AT4G35950;AT4G36910;1;0;binary
AT5G06770;AT5G51120;1;0;binary
AT3G08530;AT5G30490;1;0;binary
AT2G18876;AT3G02520;1;0;binary
AT3G07780;AT4G17220;1;0;binary
AT2G22680;AT4G17220;1;0;binary
AT3G13227;AT4G30940;1;0;binary
AT3G29270;AT5G58782;1;0;binary
AT3G29270;AT5G24130;1;0;binary
AT4G11260;AT4G37460;1;0;HQ
AT1G10230;AT1G31350;1;0;binary
AT2G18876;AT5G38480;1;0;binary
AT3G28715;AT4G02590;1;0;binary
AT1G19700;AT4G03400;1;0;binary
AT1G22760;AT4G01090;1;0;binary
AT4G35580;AT4G36480;1;0;binary
AT1G69690;AT2G45010;1;0;binary
AT4G11310;AT4G35580;1;0;binary
AT3G47620;AT5G19960;1;0;binary
AT3G18380;AT3G47620;1;0;binary
AT2G21830;AT3G47620;1;0;binary
AT3G18380;AT5G06780;1;0;binary
AT3G08530;AT5G57870;1;0;binary
AT3G53630;AT4G02820;1;0;binary
AT3G57870;AT4G26270;1;0;binary
AT2G21830;AT4G01090;1;0;binary
AT1G27300;AT2G04900;1;0;binary
AT1G27300;AT4G27140;1;0;binary
AT1G27300;AT4G35100;1;0;binary
AT1G22920;AT5G42300;1;0;binary
AT3G47620;AT3G57870;1;0;binary
AT3G08530;AT4G02770;1;0;binary
AT3G46810;AT3G53900;1;0;binary
AT2G46890;AT4G35580;1;0;binary
AT1G04100;AT2G39760;1;1;binary
AT1G16790;AT4G19030;1;0;binary
AT3G23030;AT5G52547;1;0;binary
AT3G48550;AT5G65683;1;0;binary
AT2G42490;AT4G00980;1;0;binary
AT1G31350;AT5G42190;1;0;binary
AT1G73500;AT4G01480;1;0;binary
AT2G18876;AT4G00570;1;0;binary
